DATE,RAINFALL (mm),Max Temp (°C),Min Temp (°C),Mean Temp (°C),Soil Temp @ 50cm (°C) ,Sunshine Hours,Evaporation (mm)
5-Mar-2022,,32.00,23.00,27.5,,3.90,3.80
6-Mar-2022,22.50,29.00,22.50,25.8,,1.90,4.20
7-Mar-2022,,31.00,23.00,27.0,,4.30,2.90
8-Mar-2022,,30.00,21.00,25.5,,5.60,3.30
9-Mar-2022,,35.00,22.00,28.5,,6.30,4.20
10-Mar-2022,,31.00,23.00,27.0,,3.20,2.70
11-Mar-2022,,33.00,23.00,28.0,,4.30,3.60
12-Mar-2022,,29.00,22.00,25.5,,5.60,4.00
13-Mar-2022,11.20,30.00,21.00,25.5,,6.30,4.50
14-Mar-2022,20.00,34.00,23.00,28.5,,4.70,2.30
15-Mar-2022,,27.00,21.00,24.0,,6.30,3.80
16-Mar-2022,2.50,31.00,23.00,27.0,,5.10,4.20
17-Mar-2022,,35.00,24.00,29.5,,2.60,2.50
18-Mar-2022,,32.00,23.00,27.5,,5.30,4.00
19-Mar-2022,1.40,30.00,22.00,26.0,,3.50,3.60
20-Mar-2022,,29.00,24.00,26.5,,4.30,4.50
21-Mar-2022,,28.00,23.00,25.5,,3.80,3.80
22-Mar-2022,,29.00,21.00,25.0,,4.80,3.70
23-Mar-2022,,27.00,22.00,24.5,,5.60,2.90
24-Mar-2022,,30.00,22.00,26.0,,6.70,4.00
25-Mar-2022,,31.00,23.00,27.0,,5.90,4.00
26-Mar-2022,,32.00,22.00,27.0,,4.30,3.60
27-Mar-2022,,30.00,21.00,25.5,,3.20,2.40
28-Mar-2022,,31.00,23.00,27.0,,4.50,3.50
29-Mar-2022,,32.00,24.00,28.0,,5.10,4.30
30-Mar-2022,,30.00,23.00,26.5,,4.50,3.00
31-Mar-2022,,29.00,23.00,26.0,,5.60,4.50
1-Apr-2022,,29.00,23.00,26.0,,5.50,3.30
2-Apr-2022,,31.00,22.00,26.5,,4.20,3.70
3-Apr-2022,,32.00,23.00,27.5,,3.20,4.80
4-Apr-2022,,29.00,23.00,26.0,,3.30,4.50
5-Apr-2022,,31.00,22.00,26.5,,4.10,3.60
6-Apr-2022,,28.00,21.00,24.5,,5.30,3.90
7-Apr-2022,,31.00,24.00,27.5,,4.00,3.60
8-Apr-2022,22.50,30.00,23.00,26.5,,2.10,1.50
9-Apr-2022,,32.00,22.00,27.0,,1.30,2.00
10-Apr-2022,,33.00,21.00,27.0,,3.80,3.30
11-Apr-2022,,31.00,22.00,26.5,,3.90,4.50
12-Apr-2022,,30.00,23.00,26.5,,4.50,3.60
13-Apr-2022,9.10,29.00,22.00,25.5,,1.80,2.60
14-Apr-2022,,28.00,21.00,24.5,,1.90,1.30
15-Apr-2022,,31.00,21.00,26.0,,3.80,3.60
16-Apr-2022,,30.00,22.00,26.0,,5.30,4.60
17-Apr-2022,,32.00,23.00,27.5,,2.90,2.70
18-Apr-2022,50.30,33.00,23.00,28.0,,4.90,4.50
19-Apr-2022,,32.00,22.00,27.0,,2.30,2.10
20-Apr-2022,,31.00,21.00,26.0,,4.50,4.30
21-Apr-2022,1.50,35.00,22.00,28.5,,2.10,1.70
22-Apr-2022,,31.00,23.00,27.0,,4.30,3.30
23-Apr-2022,,30.00,23.00,26.5,,6.50,4.60
24-Apr-2022,,29.00,22.00,25.5,,5.10,4.40
25-Apr-2022,,28.00,21.00,24.5,,3.90,3.00
26-Apr-2022,,30.00,23.00,26.5,,4.20,3.60
27-Apr-2022,17.50,31.00,23.00,27.0,,5.50,4.60
28-Apr-2022,,29.00,21.00,25.0,,1.60,1.40
29-Apr-2022,14.10,30.00,23.00,26.5,,5.10,3.90
30-Apr-2022,,34.00,22.00,28.0,,5.30,4.70
1-May-2022,,30.00,21.00,25.5,,5.60,4.60
2-May-2022,,31.00,23.00,27.0,,4.80,4.00
3-May-2022,,33.00,22.00,27.5,,6.30,5.20
4-May-2022,9.00,30.00,22.00,26.0,,6.10,4.30
5-May-2022,,25.00,21.00,23.0,,5.60,3.30
6-May-2022,7.30,28.00,22.00,25.0,,4.30,3.30
7-May-2022,,33.00,22.00,27.5,,3.60,2.50
8-May-2022,,34.00,22.00,28.0,,5.20,4.30
9-May-2022,,30.00,23.00,26.5,,4.80,3.70
10-May-2022,13.10,30.00,21.00,25.5,,5.10,3.90
11-May-2022,,31.00,22.00,26.5,,3.90,3.30
12-May-2022,,30.00,20.00,25.0,,4.90,3.70
13-May-2022,,32.00,23.00,27.5,,5.80,4.00
14-May-2022,,33.00,23.00,28.0,,4.60,4.10
15-May-2022,,32.00,22.00,27.0,,6.30,4.70
16-May-2022,20.50,30.00,22.00,26.0,,5.20,3.40
17-May-2022,,33.00,22.00,27.5,,3.10,2.90
18-May-2022,,31.00,23.00,27.0,,5.30,4.20
19-May-2022,,33.00,23.00,28.0,,6.40,3.80
20-May-2022,11.30,22.00,21.00,21.5,,5.00,3.80
21-May-2022,10.90,25.00,20.00,22.5,,2.30,2.10
22-May-2022,,27.00,21.00,24.0,,4.30,3.10
23-May-2022,,29.00,22.00,25.5,,4.90,3.40
24-May-2022,,31.00,21.00,26.0,,6.10,3.80
25-May-2022,,33.00,23.00,28.0,,4.80,3.90
26-May-2022,,32.00,22.00,27.0,,5.50,4.10
27-May-2022,,30.00,20.00,25.0,,4.30,3.30
28-May-2022,,31.00,24.00,27.5,,4.10,3.20
29-May-2022,,33.00,21.00,27.0,,5.80,4.30
30-May-2022,,30.00,22.00,26.0,,5.20,3.70
31-May-2022,4.00,32.00,23.00,27.5,,3.30,3.00
1-Jun-2022,,30.00,22.00,26.0,,4.80,3.60
2-Jun-2022,,31.00,23.00,27.0,,5.10,4.00
3-Jun-2022,13.30,29.00,22.00,25.5,,2.30,1.90
4-Jun-2022,,30.00,22.00,26.0,,2.90,2.30
5-Jun-2022,23.30,31.00,21.00,26.0,,2.70,1.90
6-Jun-2022,,29.00,21.00,25.0,,3.30,2.80
7-Jun-2022,,30.00,23.00,26.5,,4.10,3.30
8-Jun-2022,,29.00,21.00,25.0,,4.30,3.90
9-Jun-2022,,30.00,22.00,26.0,,3.50,3.00
10-Jun-2022,10.10,29.00,23.00,26.0,,3.90,2.80
11-Jun-2022,,29.00,24.00,26.5,,4.80,3.60
12-Jun-2022,,30.00,22.00,26.0,,5.30,3.90
13-Jun-2022,,29.00,23.00,26.0,,6.10,4.10
14-Jun-2022,9.30,32.00,23.00,27.5,,2.10,2.60
15-Jun-2022,24.30,26.00,20.00,23.0,,3.90,3.00
16-Jun-2022,,27.00,21.00,24.0,,2.60,2.20
17-Jun-2022,13.10,29.00,21.00,25.0,,4.00,2.30
18-Jun-2022,,28.00,22.00,25.0,,4.40,3.60
19-Jun-2022,6.10,25.00,20.00,22.5,,2.60,2.10
20-Jun-2022,,32.00,21.00,26.5,,3.50,3.20
21-Jun-2022,3.80,31.00,22.00,26.5,,5.10,3.80
22-Jun-2022,,29.00,21.00,25.0,,2.80,2.70
23-Jun-2022,,29.00,21.00,25.0,,4.20,3.40
24-Jun-2022,,30.00,23.00,26.5,,4.80,3.20
25-Jun-2022,,31.00,21.00,26.0,,5.30,3.60
26-Jun-2022,9.00,32.00,22.00,27.0,,2.90,2.10
27-Jun-2022,,26.00,24.00,25.0,,3.80,3.10
28-Jun-2022,,31.00,22.00,26.5,,4.90,3.80
29-Jun-2022,,29.00,21.00,25.0,,3.60,2.70
30-Jun-2022,43.60,25.00,22.00,23.5,,2.80,1.90
1-Jul-2022,9.10,30.00,22.00,26.0,,4.10,3.30
2-Jul-2022,,31.00,23.00,27.0,,2.30,3.60
3-Jul-2022,,33.00,21.00,27.0,,3.60,3.20
4-Jul-2022,15.30,32.00,22.00,27.0,,2.80,2.40
5-Jul-2022,,26.00,20.00,23.0,,4.40,2.80
6-Jul-2022,,32.00,22.00,27.0,,6.10,4.60
7-Jul-2022,3.50,30.00,21.00,25.5,,3.10,2.10
8-Jul-2022,,32.00,23.00,27.5,,5.50,3.20
9-Jul-2022,7.50,27.00,20.00,23.5,,3.30,2.50
10-Jul-2022,,30.00,22.00,26.0,,3.10,2.30
11-Jul-2022,1.20,31.00,21.00,26.0,,4.70,2.10
12-Jul-2022,,30.00,22.00,26.0,,5.10,4.30
13-Jul-2022,,29.00,22.00,25.5,,4.20,3.00
14-Jul-2022,,31.00,23.00,27.0,,4.60,3.10
15-Jul-2022,4.10,31.00,22.00,26.5,,5.00,3.30
16-Jul-2022,,29.00,21.00,25.0,,2.90,3.40
17-Jul-2022,,28.00,22.00,25.0,,5.10,4.20
18-Jul-2022,,29.00,22.00,25.5,,4.90,2.80
19-Jul-2022,3.60,30.00,21.00,25.5,,3.70,3.90
20-Jul-2022,,31.00,22.00,26.5,,4.10,2.50
21-Jul-2022,,28.00,20.00,24.0,,4.90,3.80
22-Jul-2022,5.40,27.00,21.00,24.0,,4.40,2.20
23-Jul-2022,,29.00,22.00,25.5,,3.60,3.30
24-Jul-2022,,30.00,22.00,26.0,,5.10,3.20
25-Jul-2022,,31.00,21.00,26.0,,5.30,3.80
26-Jul-2022,,31.00,22.00,26.5,,4.90,4.10
27-Jul-2022,10.30,29.00,23.00,26.0,,2.70,2.60
28-Jul-2022,,26.00,21.00,23.5,,3.30,2.90
29-Jul-2022,,30.00,22.00,26.0,,4.20,3.50
30-Jul-2022,,31.00,22.00,26.5,,5.50,3.10
31-Jul-2022,,31.00,21.00,26.0,,5.40,2.80
1-Aug-2022,,29.00,20.00,24.5,,1.90,1.30
2-Aug-2022,,28.00,21.00,24.5,,2.30,1.60
3-Aug-2022,,29.00,20.00,24.5,,3.30,2.40
4-Aug-2022,,27.00,19.00,23.0,,2.40,2.10
5-Aug-2022,,26.00,20.00,23.0,,2.30,1.90
6-Aug-2022,,29.00,21.00,25.0,,1.60,1.30
7-Aug-2022,,29.00,21.00,25.0,,1.90,1.30
8-Aug-2022,,27.00,20.00,23.5,,2.60,1.50
9-Aug-2022,,26.00,21.00,23.5,,2.40,1.70
10-Aug-2022,,25.00,20.00,22.5,,3.30,2.20
11-Aug-2022,,26.00,21.00,23.5,,1.80,1.40
12-Aug-2022,3.30,27.00,21.00,24.0,,3.10,2.80
13-Aug-2022,,25.00,20.00,22.5,,3.20,2.30
14-Aug-2022,,29.00,19.00,24.0,,3.80,2.10
15-Aug-2022,,26.00,20.00,23.0,,2.60,1.80
16-Aug-2022,,27.00,20.00,23.5,,1.90,1.30
17-Aug-2022,,28.00,19.00,23.5,,1.80,1.20
18-Aug-2022,,28.00,20.00,24.0,,2.60,2.30
19-Aug-2022,4.90,28.00,20.00,24.0,,2.30,1.80
20-Aug-2022,,27.00,20.00,23.5,,2.10,1.40
21-Aug-2022,,26.00,21.00,23.5,,3.60,2.60
22-Aug-2022,,29.00,21.00,25.0,,3.20,2.80
23-Aug-2022,5.30,28.00,19.00,23.5,,3.70,2.90
24-Aug-2022,,29.00,21.00,25.0,,2.10,1.60
25-Aug-2022,,26.00,20.00,23.0,,3.70,2.80
26-Aug-2022,2.10,28.00,21.00,24.5,,2.90,1.70
27-Aug-2022,,26.00,20.00,23.0,,3.30,2.70
28-Aug-2022,,27.00,21.00,24.0,,3.90,3.10
29-Aug-2022,9.90,28.00,22.00,25.0,,3.40,2.60
30-Aug-2022,,28.00,21.00,24.5,,3.60,3.30
31-Aug-2022,,26.00,19.00,22.5,,3.00,1.70
1-Sep-2022,,30.00,22.00,26.0,,5.60,4.10
2-Sep-2022,4.80,31.00,23.00,27.0,,4.90,3/3
3-Sep-2022,,29.00,21.00,25.0,,3.80,2.70
4-Sep-2022,,29.00,20.00,24.5,,1.70,2.10
5-Sep-2022,11.40,32.00,21.00,26.5,,4.60,3.10
6-Sep-2022,,30.00,20.00,25.0,,5.50,3.00
7-Sep-2022,,29.00,21.00,25.0,,3.30,2.90
8-Sep-2022,34.50,31.00,20.00,25.5,,2.70,2.60
9-Sep-2022,,28.00,25.00,26.5,,2.90,2.50
10-Sep-2022,,28.00,23.00,25.5,,3.90,3.10
11-Sep-2022,,29.00,21.00,25.0,,4.20,2.70
12-Sep-2022,11.50,31.00,20.00,25.5,,3.10,3.00
13-Sep-2022,,27.00,19.00,23.0,,2.70,1.90
14-Sep-2022,,29.00,21.00,25.0,,4.10,3.50
15-Sep-2022,21.30,26.00,21.00,23.5,,2.90,2.10
16-Sep-2022,,29.50,21.00,25.3,,3.30,2.80
17-Sep-2022,,30.00,23.00,26.5,,3.70,3.00
18-Sep-2022,3.50,31.00,22.00,26.5,,2.80,2.90
19-Sep-2022,,30.00,21.00,25.5,,4.00,3.60
20-Sep-2022,,32.00,20.00,26.0,,3.80,3.30
21-Sep-2022,6.30,29.00,21.00,25.0,,5.10,3.90
22-Sep-2022,,27.00,20.00,23.5,,2.10,1.70
23-Sep-2022,,31.00,21.00,26.0,,2.90,1.80
24-Sep-2022,9.80,28.00,23.00,25.5,,3.60,2.80
25-Sep-2022,,29.00,20.00,24.5,,5.40,3.60
26-Sep-2022,,30.00,21.00,25.5,,4.70,3.10
27-Sep-2022,1.10,31.00,21.00,26.0,,3.60,3.10
28-Sep-2022,,30.00,20.00,25.0,,3.80,2.90
29-Sep-2022,,32.00,22.00,27.0,,3.70,2.20
30-Sep-2022,,32.00,21.00,26.5,,2.90,2.30
1-Oct-2022,,31.00,21.00,26.0,,3.30,3.00
2-Oct-2022,5.40,32.00,22.00,27.0,,4.70,3.50
3-Oct-2022,,30.00,21.00,25.5,,3.80,2.90
4-Oct-2022,,32.00,21.00,26.5,,5.30,3.90
5-Oct-2022,7.90,32.00,21.00,26.5,,2.10,1.90
6-Oct-2022,,31.00,21.00,26.0,,2.50,2.10
7-Oct-2022,19.40,30.00,22.00,26.0,,4.30,3.70
8-Oct-2022,"4,6",29.00,20.00,24.5,,2.20,1.90
9-Oct-2022,,30.00,21.00,25.5,,4.30,3.30
10-Oct-2022,10.30,31.00,22.00,26.5,,4.90,2.90
11-Oct-2022,3.30,30.00,21.00,25.5,,2.30,2.00
12-Oct-2022,4.90,31.00,22.00,26.5,,3.50,2.70
13-Oct-2022,,29.00,20.00,24.5,,3.10,2.80
14-Oct-2022,,30.00,21.00,25.5,,4.30,3.00
15-Oct-2022,2.00,29.00,20.00,24.5,,4.50,3.80
16-Oct-2022,,31.00,22.00,26.5,,4.30,3.40
17-Oct-2022,,31.00,21.00,26.0,,5.30,3.60
18-Oct-2022,5.70,32.00,21.00,26.5,,4.60,2.00
19-Oct-2022,,30.00,23.00,26.5,,4.50,3.70
20-Oct-2022,6.10,31.00,22.00,26.5,,3.80,2.70
21-Oct-2022,,30.00,21.00,25.5,,3.70,2.90
22-Oct-2022,17.00,30.00,20.00,25.0,,3.30,3.00
23-Oct-2022,,30.00,21.00,25.5,,5.50,3.50
24-Oct-2022,,32.00,21.00,26.5,,4.90,3.70
25-Oct-2022,,33.00,22.00,27.5,,5.30,3.00
26-Oct-2022,,34.00,20.00,27.0,,3.20,4.20
27-Oct-2022,,33.00,21.00,27.0,,4.80,3.70
28-Oct-2022,,31.00,23.00,27.0,,4.70,3.50
29-Oct-2022,,32.00,22.00,27.0,,5.20,4.10
30-Oct-2022,,33.00,21.00,27.0,,5.30,4.10
31-Oct-2022,,34.00,21.50,27.8,,4.10,3.60
1-Nov-2022,15.30,30.00,21.00,25.5,,0.50,3.30
2-Nov-2022,,31.00,22.00,26.5,,1.90,2.60
3-Nov-2022,,32.00,21.00,26.5,,3.40,1.90
4-Nov-2022,7.90,29.00,21.00,25.0,,5.60,2.70
5-Nov-2022,,29.00,22.00,25.5,,4.80,3.50
6-Nov-2022,,31.00,21.00,26.0,,4.30,3.90
7-Nov-2022,,32.00,22.00,27.0,,3.00,2.80
8-Nov-2022,,33.00,21.00,27.0,,2.80,3.90
9-Nov-2022,,34.00,21.00,27.5,,2.60,3.30
10-Nov-2022,,32.00,20.00,26.0,,1.50,2.80
11-Nov-2022,10.50,34.00,22.00,28.0,,1.30,3.40
12-Nov-2022,12.50,33.00,24.00,28.5,,2.40,1.90
13-Nov-2022,11.00,34.50,20.00,27.3,,3.10,2.20
14-Nov-2022,,33.00,20.00,26.5,,2.70,2.40
15-Nov-2022,,33.00,21.00,27.0,,4.50,3.30
16-Nov-2022,,34.00,22.00,28.0,,5.10,4.30
17-Nov-2022,,32.00,21.00,26.5,,3.60,4.00
18-Nov-2022,,31.00,20.00,25.5,,2.90,3.40
19-Nov-2022,,34.00,22.00,28.0,,3.80,2.70
20-Nov-2022,,33.00,21.00,27.0,,4.20,3.20
21-Nov-2022,,33.00,22.00,27.5,,5.10,4.10
22-Nov-2022,,34.00,21.00,27.5,,5.30,3.80
23-Nov-2022,12.50,35.00,22.00,28.5,,4.70,4.20
24-Nov-2022,,33.00,21.00,27.0,,5.70,3.50
25-Nov-2022,,32.00,20.00,26.0,,6.20,3.90
26-Nov-2022,,34.00,21.00,27.5,,4.50,4.10
27-Nov-2022,,31.00,22.00,26.5,,5.60,2.80
28-Nov-2022,,32.00,21.00,26.5,,6.10,3.20
29-Nov-2022,,33.00,20.00,26.5,,4.90,3.30
30-Nov-2022,,32.00,21.00,26.5,,5.30,4.10
1-Dec-2022,0.00,31.00,21.00,26.0,,4.20,3.60
2-Dec-2022,0.00,30.00,22.00,26.0,,4.80,3.70
3-Dec-2022,0.00,29.00,20.00,24.5,,5.10,4.10
4-Dec-2022,0.00,31.00,21.00,26.0,,5.40,4.00
5-Dec-2022,0.00,31.00,21.00,26.0,,4.50,2.60
6-Dec-2022,0.00,30.00,22.00,26.0,,3.70,2.90
7-Dec-2022,0.00,31.00,21.00,26.0,,4.30,3.30
8-Dec-2022,0.00,30.00,22.00,26.0,,5.20,2.50
9-Dec-2022,0.00,31.00,20.00,25.5,,6.30,3.70
10-Dec-2022,0.00,29.00,21.00,25.0,,5.40,4.20
11-Dec-2022,0.00,28.00,22.00,25.0,,4.30,3.90
12-Dec-2022,0.00,28.00,22.00,25.0,,6.10,5.10
13-Dec-2022,0.00,30.00,21.00,25.5,,5.80,4.50
14-Dec-2022,0.00,31.00,20.00,25.5,,3.90,4.60
15-Dec-2022,0.00,29.00,21.00,25.0,,4.50,2.30
16-Dec-2022,0.00,28.00,21.00,24.5,,2.70,3.90
17-Dec-2022,0.00,29.00,19.00,24.0,,3.70,3.60
18-Dec-2022,0.00,28.00,20.00,24.0,,4.50,5.20
19-Dec-2022,0.00,31.00,21.00,26.0,,6.10,4.70
20-Dec-2022,0.00,32.00,22.00,27.0,,5.70,4.60
21-Dec-2022,0.00,30.00,23.00,26.5,,4.80,3.00
22-Dec-2022,0.00,31.00,21.00,26.0,,4.90,3.10
23-Dec-2022,0.00,33.00,22.00,27.5,,3.90,4.00
24-Dec-2022,0.00,29.00,21.00,25.0,,5.30,4.20
25-Dec-2022,0.00,28.00,20.00,24.0,,5.50,4.30
26-Dec-2022,0.00,29.00,19.00,24.0,,5.60,5.10
27-Dec-2022,0.00,30.00,24.00,27.0,,5.40,3.60
28-Dec-2022,0.00,31.00,22.00,26.5,,4.80,3.70
29-Dec-2022,0.00,31.00,22.00,26.5,,5.20,4.40
30-Dec-2022,0.00,30.00,21.00,25.5,,2.90,3.50
31-Dec-2022,0.00,30.00,22.00,26.0,,4.00,3.80
1-Jan-2023,0.00,32.00,20.00,26.0,,3.50,3.20
2-Jan-2023,0.00,33.00,21.00,27.0,,2.90,2.30
3-Jan-2023,0.00,31.00,21.00,26.0,,4.10,3.60
4-Jan-2023,0.00,36.00,22.00,29.0,,3.60,2.90
5-Jan-2023,0.00,37.00,22.00,29.5,,4.30,3.30
6-Jan-2023,0.00,38.00,20.00,29.0,,5.20,3.20
7-Jan-2023,0.00,37.00,21.00,29.0,,4.10,2.90
8-Jan-2023,0.00,36.00,22.00,29.0,,3.60,4.00
9-Jan-2023,0.00,40.00,20.00,30.0,,2.80,3.60
10-Jan-2023,0.00,35.00,20.00,27.5,,3.50,3.70
11-Jan-2023,0.00,36.00,21.00,28.5,,6.30,3.40
12-Jan-2023,0.00,33.00,21.00,27.0,,5.80,2.80
13-Jan-2023,0.00,33.00,20.00,26.5,,6.20,4.70
14-Jan-2023,0.00,32.00,19.00,25.5,,7.10,4.40
15-Jan-2023,0.00,34.00,21.00,27.5,,5.50,3.80
16-Jan-2023,0.00,35.00,20.00,27.5,,6.30,3.30
17-Jan-2023,0.00,29.00,21.00,25.0,,4.90,4.00
18-Jan-2023,0.00,30.00,22.00,26.0,,5.30,4.20
19-Jan-2023,0.00,32.00,21.00,26.5,,6.10,3.70
20-Jan-2023,0.00,33.00,20.00,26.5,,6.30,3.60
21-Jan-2023,0.00,35.00,21.00,28.0,,5.60,4.10
22-Jan-2023,26.00,38.00,21.00,29.5,,3.70,3.50
23-Jan-2023,0.00,38.00,21.00,29.5,,4.30,3.70
24-Jan-2023,0.00,34.00,21.00,27.5,,4.50,3.50
25-Jan-2023,0.00,33.00,20.00,26.5,,3.90,4.00
26-Jan-2023,0.00,35.00,22.00,28.5,,4.50,4.10
27-Jan-2023,0.00,32.00,21.00,26.5,,5.20,4.20
28-Jan-2023,0.00,35.00,22.00,28.5,,4.80,3.60
29-Jan-2023,2.00,37.00,22.00,29.5,,3.30,3.40
30-Jan-2023,0.00,38.00,20.00,29.0,,2.10,2.20
31-Jan-2023,0.00,35.00,21.00,28.0,,3.10,4.30
1-Feb-2023,0.00,35.00,21.00,28.0,,3.30,3.10
2-Feb-2023,0.00,35.00,22.00,28.5,,4.70,4.20
3-Feb-2023,0.00,36.00,21.00,28.5,,4.60,3.70
4-Feb-2023,0.00,37.00,20.00,28.5,,3.90,3.50
5-Feb-2023,0.00,34.00,21.00,27.5,,5.10,3.40
6-Feb-2023,4.10,38.00,22.00,30.0,,5.30,3.30
7-Feb-2023,0.00,33.00,20.00,26.5,,1.90,2.10
8-Feb-2023,0.00,35.00,21.00,28.0,,2.10,2.20
9-Feb-2023,0.00,31.00,20.00,25.5,,1.50,3.30
10-Feb-2023,0.00,34.00,21.00,27.5,,2.60,3.50
11-Feb-2023,0.00,31.00,22.00,26.5,,3.20,3.40
12-Feb-2023,0.00,29.00,21.00,25.0,,4.40,4.10
13-Feb-2023,0.00,33.00,23.00,28.0,,5.10,4.30
14-Feb-2023,0.00,32.00,21.00,26.5,,3.90,3.80
15-Feb-2023,0.00,33.00,22.00,27.5,,4.20,3.40
16-Feb-2023,0.00,28.00,18.00,23.0,,4.70,3.50
17-Feb-2023,0.00,29.00,19.00,24.0,,4.30,3.90
18-Feb-2023,0.00,27.00,19.00,23.0,,5.50,3.30
19-Feb-2023,0.00,28.00,20.00,24.0,,5.20,4.20
20-Feb-2023,0.00,25.00,20.00,22.5,,4.80,4.40
21-Feb-2023,0.00,31.00,22.00,26.5,,6.10,3.30
22-Feb-2023,0.00,35.00,21.00,28.0,,5.60,3.50
23-Feb-2023,0.00,38.00,19.00,28.5,,6.40,3.60
24-Feb-2023,0.00,40.00,21.00,30.5,,3.60,3.30
25-Feb-2023,0.00,35.00,22.00,28.5,,5.30,3.80
26-Feb-2023,0.00,36.00,23.00,29.5,,5.80,3.50
27-Feb-2023,0.00,37.00,21.00,29.0,,6.60,3.70
28-Feb-2023,8.50,39.00,20.00,29.5,,5.90,2.70
1-Mar-2023,5.50,38.00,21.00,29.5,,5.50,3.60
2-Mar-2023,0.00,35.00,21.00,28.0,,4.90,4.30
3-Mar-2023,0.00,36.00,22.00,29.0,,3.70,2.90
4-Mar-2023,0.00,37.00,20.00,28.5,,4.60,2.60
5-Mar-2023,0.00,33.00,21.00,27.0,,4.60,3.40
6-Mar-2023,12.50,38.00,22.00,30.0,,3.50,2.10
7-Mar-2023,0.00,35.50,22.00,28.8,,4.30,3.60
8-Mar-2023,0.00,35.00,21.00,28.0,,5.80,4.50
9-Mar-2023,0.00,34.00,22.00,28.0,,4.20,3.30
10-Mar-2023,0.00,32.00,23.00,27.5,,3.90,3.50
11-Mar-2023,0.00,30.00,21.00,25.5,,5.30,2.80
12-Mar-2023,0.00,33.00,20.00,26.5,,4.30,3.90
13-Mar-2023,0.00,31.00,21.00,26.0,,6.10,4.20
14-Mar-2023,1.90,32.00,22.00,27.0,,5.20,4.60
15-Mar-2023,0.00,32.00,22.00,27.0,,3.90,3.30
16-Mar-2023,0.00,32.00,21.00,26.5,,2.80,3.10
17-Mar-2023,0.00,30.00,22.00,26.0,,3.40,3.30
18-Mar-2023,0.00,29.00,20.00,24.5,,5.20,4.00
19-Mar-2023,0.00,33.00,21.00,27.0,,5.80,3.70
20-Mar-2023,21.00,33.00,20.00,26.5,,4.60,2.90
21-Mar-2023,0.00,31.00,22.00,26.5,,2.40,4.30
22-Mar-2023,0.00,32.00,20.00,26.0,,3.80,3.40
23-Mar-2023,0.00,36.00,21.00,28.5,,2.10,3.60
24-Mar-2023,16.50,35.00,22.00,28.5,,3.30,2.90
25-Mar-2023,0.00,33.00,21.00,27.0,,6.10,4.60
26-Mar-2023,0.00,34.00,22.00,28.0,,4.20,3.50
27-Mar-2023,0.00,35.00,21.00,28.0,,5.30,4.10
28-Mar-2023,0.00,33.00,20.00,26.5,,4.80,2.70
29-Mar-2023,0.00,36.00,21.00,28.5,,3.50,2.60
30-Mar-2023,0.00,33.00,20.00,26.5,,4.10,3.70
31-Mar-2023,0.00,32.00,21.00,26.5,,3.30,3.00
1-Apr-2023,0.00,31.00,21.00,26.0,,5.60,2.70
2-Apr-2023,0.00,33.00,23.00,28.0,,4.10,2.60
3-Apr-2023,0.00,32.00,21.00,26.5,,3.70,3.10
4-Apr-2023,5.50,31.00,22.00,26.5,,4.20,2.90
5-Apr-2023,0.00,34.00,22.00,28.0,,4.60,3.30
6-Apr-2023,0.00,31.00,21.00,26.0,,3.30,3.20
7-Apr-2023,0.00,34.00,20.00,27.0,,3.50,2.80
8-Apr-2023,0.00,33.00,22.00,27.5,,2.90,3.10
9-Apr-2023,0.00,32.00,21.00,26.5,,3.20,2.70
10-Apr-2023,0.00,31.00,22.00,26.5,,4.00,2.60
11-Apr-2023,2.95,34.00,20.00,27.0,,4.10,3.40
12-Apr-2023,0.00,28.00,21.00,24.5,,5.70,3.30
13-Apr-2023,0.00,30.00,21.00,25.5,,6.20,3.60
14-Apr-2023,0.00,32.00,20.00,26.0,,4.60,2.40
15-Apr-2023,0.00,34.00,21.00,27.5,,3.30,3.10
16-Apr-2023,0.00,33.00,22.00,27.5,,3.90,2.80
17-Apr-2023,0.00,34.00,20.00,27.0,,4.10,3.60
18-Apr-2023,37.90,32.00,21.00,26.5,,3.50,2.70
19-Apr-2023,0.00,30.00,21.00,25.5,,1.60,2.10
20-Apr-2023,0.00,31.00,21.00,26.0,,3.30,2.60
21-Apr-2023,0.00,34.00,22.00,28.0,,5.60,3.60
22-Apr-2023,5.30,29.00,23.00,26.0,,4.80,4.10
23-Apr-2023,0.00,31.00,21.00,26.0,,6.10,3.90
24-Apr-2023,0.00,30.00,20.00,25.0,,3.90,3.10
25-Apr-2023,0.00,32.00,21.00,26.5,,4.20,3.30
26-Apr-2023,0.00,33.00,22.00,27.5,,5.10,4.20
27-Apr-2023,27.00,30.00,21.00,25.5,,3.80,3.00
28-Apr-2023,0.00,34.00,20.00,27.0,,3.90,3.10
29-Apr-2023,0.00,31.00,22.00,26.5,,4.30,2.80
30-Apr-2023,0.00,32.00,21.00,26.5,,0.00,0.00
1-May-2023,0.00,33.00,20.00,26.5,,4.30,3.30
2-May-2023,0.00,32.00,21.00,26.5,,3.80,3.50
3-May-2023,0.00,30.00,20.00,25.0,,4.00,2.90
4-May-2023,0.00,29.00,22.00,25.5,,3.90,4.10
5-May-2023,0.00,32.00,22.00,27.0,,5.10,3.30
6-May-2023,0.00,34.00,21.00,27.5,,4.60,3.60
7-May-2023,0.00,33.00,23.00,28.0,,4.40,3.40
